4639652	189
5021	5233
5531	5682
6460	6528
7960	8237
9192	9305
9894	9927
10495	10642
11787	12162
15299	15444
16558	16750
16904	16951
17007	17488
19621	19810
20509	20814
21079	21180
25702	25825
27228	27292
28208	28373
29196	29650
34039	34299
34696	34780
36163	36270
39116	39243
41932	42402
47139	47245
49632	49822
50303	50379
57110	57363
58180	59686
63265	63428
65781	65854
66551	66834
70049	70386
71266	71350
72116	72228
75481	75643
77300	77366
78800	78847
83530	83621
83709	84367
85313	85629
87849	88027
89033	89633
106457	106556
107475	107704
110985	111043
111434	111648
113220	113443
114488	114521
117550	117751
118646	118732
120136	120177
121552	122091
122857	123016
127588	127911
129337	129406
131261	131614
134213	134387
134751	134787
136465	136569
136918	137082
138634	138834
141226	141430
141968	142007
142671	142778
144473	144576
145018	145080
146311	146313
146695	146967
147871	147943
149602	149714
156202	156298
156884	157252
160605	160781
162032	162104
164535	164729
167265	167483
173445	173601
174883	175106
176529	176609
176955	177000
179154	179236
180755	180883
182309	182462
183621	183708
184096	184256
185070	185122
188651	188711
189507	189711
190600	190856
191709	191854
192581	192871
194718	194902
200361	200481
209581	209678
213630	213677
214126	214290
215980	216178
217004	217056
218776	218886
219996	220112
222646	222832
223409	223770
225576	225758
229005	229166
229971	229966
230882	231121
232550	232596
234783	234815
235539	235534
236003	236066
236799	236930
237008	237334
238121	238256
238737	239418
240190	240342
240817	240858
243304	243542
244122	244326
245095	245064
245806	245960
246503	246711
247462	247636
248135	250897
253162	254258
255717	255976
256436	256526
258231	258268
259325	259611
262171	262551
264431	264527
264768	264843
265778	266407
267230	267320
268185	268512
269407	269826
270979	271803
271879	273324
274342	274548
276872	276979
278027	278401
279100	280052
281208	281480
284393	284618
287624	287627
288387	288524
289530	289872
290571	291545
292173	292443
294024	294362
294804	294919
296321	296429
296479	296993
301798	302214
302830	303076
303407	303718
309896	309969
310561	311335
311564	311597
312002	312364
312467	314514
315678	316949
317792	317899
319226	319450
320306	320831
323678	323919
324589	324800
328559	328686
330721	331594
332684	332724
333658	333748
334247	334503
338968	339388
341732	342107
343158	343399
344216	344627
344874	344889
345562	345707
345984	346080
347668	347905
348797	349235
353817	354145
356679	357014
357915	358022
360371	360472
365530	365651
367645	367834
374106	374682
375895	375995
376536	376758
379106	379292
380067	380574
381804	381962
383160	383282
383841	384455
387871	387976
388952	390962
392126	393729
394354	394353
395512	395862
398191	398248
398558	398816
399030	399052
400148	400609
400871	400970
402387	402504
402826	402926
404043	404058
404869	404987
405447	405628
406395	406651
407686	408331
409244	409367
410277	410520
411706	411830
416177	416365
418409	418814
421584	421738
423557	423560
424143	424234
429701	429828
430177	430352
431238	431535
432076	432225
434781	434857
436332	436384
437360	437538
440568	440772
442222	442274
443740	443906
444399	444525
445891	446038
450835	451293
453392	453695
454014	454356
455656	455900
457925	458111
460467	460674
460948	461138
463011	463160
463533	463625
464025	464075
466537	466635
467455	467606
471642	471821
473477	473524
474386	474602
475176	475205
475596	475671
476250	476290
477842	478004
478476	478590
479143	479313
479933	480477
484844	484984
485633	485759
489123	489333
490037	490105
490484	490635
494235	494343
496219	496398
497044	497278
498242	498237
499198	499348
500654	500785
502463	502699
503921	504137
505791	505826
506307	506427
506512	506509
507305	507441
507784	508098
510604	510864
513093	513216
513625	513624
514998	515142
516587	516648
518990	518956
522055	522484
526766	526804
527174	529355
531446	531674
533051	533139
535711	535809
536689	536856
542258	542484
545588	545903
547572	548849
550556	550749
552324	552440
553661	553833
555220	555254
555777	555883
556965	557434
557978	558196
563069	563070
563704	563945
564023	564037
565202	566064
567228	567537
567871	568124
569652	570115
571475	571590
573094	573178
573563	573959
574977	576620
577334	577329
577733	577822
578117	578406
578818	579102
579310	579473
579669	580056
580603	582903
583654	583902
584857	585279
585325	585369
586132	586313
592402	592550
594667	594822
596197	596353
602559	602638
603887	603993
604648	604740
606607	606956
607016	607058
607212	607287
608401	608681
609312	609476
611718	612037
617262	617476
618611	618606
621413	621522
622774	622776
623734	624107
628937	629116
631223	631404
631603	631611
632701	632808
633970	633969
635793	635938
636842	637049
637797	638167
638732	638975
640542	640661
641091	641310
642550	642779
643191	643419
644227	644339
645804	645853
651080	651457
653766	653805
655192	655779
656341	656514
656725	656777
657162	658169
658374	658473
659440	659647
660602	660859
661502	661601
661866	661974
663187	663324
668260	668518
674007	674240
674724	674792
675771	675933
678066	678074
678630	678730
680887	680945
682617	682699
683636	683752
685893	686061
686971	687219
688237	688565
691008	691096
692602	692753
694179	694323
695500	695652
696357	696735
698401	698796
702835	703166
705114	705315
706981	707556
709340	709422
709949	710157
710689	710827
711122	711260
712026	712209
714422	714634
715130	716168
719684	719805
720064	720278
728045	728356
728564	728805
733326	734872
735443	737314
738077	738223
740149	740297
741780	742049
745950	745945
746993	747143
751393	751451
752019	752407
753692	754399
757629	757928
761963	762236
764273	764375
765099	765206
769835	770680
773826	773974
775501	775564
776831	776962
779613	779776
780876	781307
783109	783104
784047	784159
784541	784855
785909	786065
786819	787019
791279	791538
793868	793995
794146	794311
796836	796835
797655	797808
798805	798844
799799	799981
801035	801109
802544	802725
804988	805220
806505	806655
807133	807190
808481	808566
812171	812748
814771	814961
815871	816266
818971	819106
819812	820015
820730	820764
823721	823852
824264	824224
