643	1202448	1202490
644	1203384	1204771
645	1204955	1206135
647	1207769	1208907
648	1209463	1209568
653	1210403	1215011
654	1215249	1215290
655	1215859	1215970
656	1216220	1216550
657	1218075	1218205
659	1218425	1222486
661	1222673	1225822
663	1226192	1226936
664	1227231	1227301
665	1227962	1228037
667	1228500	1229989
670	1231678	1234160
672	1234881	1236793
675	1239173	1242402
677	1243015	1243950
678	1244206	1244382
681	1244824	1250288
685	1252209	1258013
689	1258293	1262936
691	1268243	1268545
693	1268613	1269080
695	1269147	1269615
697	1269684	1271341
698	1271573	1271729
700	1272426	1273006
702	1274402	1277179
703	1278572	1279086
708	1285750	1288467
709	1289374	1289464
710	1290479	1290679
712	1291589	1292749
714	1293368	1297820
715	1298469	1299205
716	1300838	1300922
718	1304793	1306811
721	1306986	1309112
724	1309833	1312043
728	1312683	1321243
729	1324666	1324875
731	1325752	1327355
733	1328406	1329071
734	1331670	1331878
735	1332854	1333183
736	1333483	1333854
738	1336531	1337353
739	1338119	1338266
740	1339752	1339944
745	1341009	1344819
753	1344925	1359143
754	1360493	1360766
756	1364840	1366102
757	1367639	1367712
758	1368028	1368239
759	1378832	1379970
761	1380877	1382140
762	1384597	1384743
764	1386286	1386953
767	1387920	1390014
768	1390915	1391250
770	1392865	1394099
771	1395117	1395388
775	1395647	1402764
777	1403674	1404002
779	1404567	1406073
780	1407058	1407152
781	1407275	1407534
786	1408909	1416694
789	1417184	1418388
790	1420754	1421423
791	1421610	1421805
792	1423264	1423400
794	1423665	1427072
799	1431011	1435144
801	1435254	1439081
804	1439349	1441074
806	1444231	1445542
809	1447043	1451950
810	1461463	1461562
813	1463086	1467381
814	1468534	1472244
815	1473106	1473167
816	1475475	1475644
818	1480226	1481084
819	1484988	1485258
820	1486060	1486255
821	1487696	1488925
823	1489457	1489700
825	1489875	1490142
826	1490199	1490493
828	1492135	1493311
829	1494656	1494879
830	1496536	1496674
831	1496900	1496961
833	1497502	1498596
834	1500180	1500480
835	1501150	1501740
837	1502890	1504195
838	1504733	1504804
840	1506767	1507309
841	1507949	1508026
842	1509434	1509677
844	1515027	1515412
845	1515587	1515671
847	1515906	1517050
848	1518089	1518285
850	1518952	1521330
852	1522393	1524270
853	1524889	1524963
854	1525177	1527945
855	1528429	1529839
856	1530977	1531075
858	1531310	1532047
863	1532894	1545424
869	1550016	1554648
886	1555081	1599513
891	1606129	1612827
892	1613710	1613786
893	1614903	1615051
895	1616243	1617143
897	1618232	1619355
898	1620544	1620669
902	1620766	1622796
904	1623316	1625540
905	1626288	1626375
906	1627063	1627238
908	1627443	1631062
909	1631330	1631645
911	1632237	1634779
917	1635482	1639878
922	1640092	1643920
923	1644227	1644428
925	1644762	1645957
926	1646366	1646531
927	1647066	1647405
928	1647459	1647632
931	1648010	1653831
933	1654769	1655588
934	1655895	1656092
935	1663145	1663338
939	1664596	1667722
940	1668977	1669399
942	1670806	1671936
944	1672972	1676450
945	1677396	1677580
947	1679723	1680182
948	1682208	1682282
951	1683213	1686599
952	1687776	1687875
957	1689385	1697378
958	1700154	1700256
960	1701259	1702574
961	1702701	1702972
962	1703189	1703273
963	1703715	1703790
964	1710183	1710792
965	1712296	1712400
971	1713007	1717899
973	1718368	1719048
975	1722158	1724046
976	1726269	1726370
977	1727019	1727110
979	1731728	1732458
980	1733275	1733401
983	1733984	1735867
985	1736894	1737934
986	1739147	1739436
988	1740586	1741480
990	1742855	1744458
991	1745030	1745154
994	1746760	1753721
995	1755135	1755444
1001	1755682	1767097
1002	1768211	1768395
1003	1768502	1768638
1004	1768996	1769094
1005	1770310	1770535
1006	1773469	1773610
1008	1776372	1777640
1010	1782702	1785468
1011	1786303	1786458
1012	1787506	1787636
1019	1787829	1803188
1021	1803297	1804393
1022	1805324	1805423
1023	1805715	1805819
1025	1806681	1807403
1026	1808073	1808234
1027	1808826	1808957
1030	1810350	1811890
1035	1814153	1820481
1036	1821310	1821538
1040	1822427	1830451
1041	1831259	1831424
1042	1837425	1837490
1044	1838799	1839513
1046	1839922	1840394
1050	1841739	1846860
1051	1848718	1848883
1056	1850553	1860794
1057	1861791	1861873
1060	1862759	1864931
1061	1868263	1868408
1062	1869885	1870064
1064	1872102	1872375
1066	1872823	1873696
1068	1875281	1875738
